Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
891,1218,Patric,77,63,53,69,71,78,72,65,61,55,49,63,57,25,51,66,69,48,77,72,46,68,68,68,79,74,72,79,77,77,79,77,78,68,69,81,CB,3,2,Right,"184cm / 6'0""",72kg / 159lb,,31,Spain,Serie A Enilive,Latium,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patric/206098,,,,,
892,1218,Matteo Gabbia,77,48,35,52,58,79,75,41,53,23,22,59,41,34,42,41,41,28,65,58,47,53,53,48,75,65,59,77,83,78,82,77,75,76,71,83,CB,3,2,Right,"185cm / 6'1""",78kg / 172lb,,24,Italy,Serie A Enilive,Milano FC,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-gabbia/240277,,,,,
894,1218,Samuel Gigot,77,62,38,62,60,77,81,59,65,54,35,44,33,30,45,55,61,33,71,67,37,56,57,53,77,65,67,80,74,74,78,77,81,70,84,86,CB,3,2,Right,"187cm / 6'2""",83kg / 183lb,,30,France,Serie A Enilive,Latium,"Bruiser, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-gigot/219581,,,,,
907,1218,Jonathan Ikoné,77,89,67,72,83,35,58,90,88,72,64,73,68,59,70,76,73,72,73,64,78,85,93,82,73,79,76,34,39,32,36,36,61,69,50,65,RW,3,4,Left,"175cm / 5'9""",73kg / 161lb,RM,26,France,Serie A Enilive,Fiorentina,"First Touch, Flair, Quick Step, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-ikone/234612,,,,,
908,1218,Ivan Ilić,77,68,72,77,78,68,69,69,67,68,69,81,77,61,59,78,72,63,81,80,72,78,72,69,71,82,72,68,58,69,70,67,69,69,68,72,CM,3,3,Left,"186cm / 6'1""",75kg / 165lb,CDM,23,Serbia,Serie A Enilive,Torino,"Flair, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ivan-ilic/258683,,,,,
924,1218,Enzo Le Fée,77,63,57,78,80,62,57,62,63,77,52,60,61,51,58,80,69,71,84,80,70,79,74,89,77,82,80,64,45,63,65,60,54,69,52,54,CM,3,4,Right,"173cm / 5'8""",66kg / 146lb,CAM,24,France,Serie A Enilive,AS Roma,"First Touch, Incisive Pass, Long Ball Pass, Pinged Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-le-fee/246350,,,,,
933,1218,Jhon Lucumí,77,66,37,62,61,78,78,63,68,33,23,63,45,23,36,44,61,31,74,71,53,58,45,45,75,70,71,76,76,79,80,78,84,70,83,73,CB,3,2,Left,"187cm / 6'2""",82kg / 181lb,,26,Colombia,Serie A Enilive,Bologna,"Block, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jhon-lucumi/231207,,,,,
934,1218,Sebastiano Luperto,77,64,48,59,63,79,73,65,63,48,42,62,48,45,46,53,58,40,68,59,48,57,66,73,77,66,72,76,78,83,78,77,81,66,74,77,CB,3,2,Left,"191cm / 6'3""",75kg / 165lb,,28,Italy,Serie A Enilive,Cagliari,"Aerial, Block, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastiano-luperto/220534,,,,,
940,1218,Ruslan Malinovskyi,77,67,79,79,77,63,79,68,66,76,74,88,85,70,84,78,79,86,79,77,85,79,68,72,75,80,74,66,73,55,69,50,81,79,79,78,CM,4,4,Left,"181cm / 5'11""",79kg / 174lb,CAM,31,Ukraine,Serie A Enilive,Genoa,"Incisive Pass, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruslan-malinovskyi/231969,,,,,
941,1218,Rolando Mandragora,77,46,66,75,75,74,74,49,43,64,65,70,71,60,55,76,70,64,80,76,66,76,66,72,74,77,70,75,65,77,75,72,68,83,73,67,CDM,3,3,Left,"183cm / 6'0""",75kg / 165lb,CM,27,Italy,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rolando-mandragora/225439,,,,,
942,1218,Guillermo Maripán,77,33,42,58,53,78,78,32,33,46,39,58,35,31,30,56,41,27,70,72,29,49,31,32,77,63,75,78,80,78,79,74,78,55,89,80,CB,2,2,Right,"190cm / 6'3""",83kg / 183lb,,30,Chile,Serie A Enilive,Torino,"Anticipate, Block, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guillermo-maripan/219145,,,,,
943,1218,Lucas Martínez Quarta,77,56,56,69,70,76,78,49,62,52,50,65,59,51,66,68,64,49,76,74,57,68,72,65,73,72,79,75,80,72,79,75,79,70,78,86,CB,3,2,Right,"183cm / 6'0""",78kg / 172lb,,28,Argentina,Serie A Enilive,Fiorentina,"Aerial, Block, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-martinez-quarta/228708,,,,,
947,1218,Vanja Milinković-Savić,77,81,76,84,77,43,77,41,45,12,20,63,45,16,24,58,18,59,31,30,55,15,38,38,63,18,65,21,12,11,15,19,67,33,73,34,GK,3,1,Right,"202cm / 6'8""",99kg / 218lb,,27,Serbia,Serie A Enilive,Torino,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanja-milinkovic-savic/224836,81,76,84,77,77
955,1218,Lorenzo Montipò,77,75,73,69,83,42,75,40,45,15,20,52,14,18,29,40,15,15,21,23,17,19,46,49,74,20,38,18,17,10,19,11,60,35,55,31,GK,3,1,Right,"191cm / 6'3""",82kg / 181lb,,28,Italy,Serie A Enilive,Hellas Verona,"Far Reach, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-montipo/215363,75,73,69,75,83
965,1218,Evan Ndicka,77,74,53,68,69,77,77,69,78,68,49,65,54,43,33,64,68,30,74,74,59,69,50,55,71,75,80,76,78,77,78,75,86,68,81,77,CB,3,2,Left,"192cm / 6'4""",82kg / 181lb,,25,Côte d'Ivoire,Serie A Enilive,AS Roma,"Block, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/evan-ndicka/236403,,,,,
972,1218,Mathías Olivera,77,71,50,68,71,75,73,69,72,64,49,56,48,38,42,62,76,41,72,66,67,72,65,36,78,76,68,78,68,76,75,74,73,76,69,80,LB,3,3,Left,"184cm / 6'0""",78kg / 172lb,,26,Uruguay,Serie A Enilive,SSC Napoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mathias-olivera/240716,,,,,
984,1218,Arthur,77,59,65,79,83,71,65,63,55,70,56,76,73,69,69,77,78,60,83,82,79,83,78,89,78,84,83,74,51,73,72,71,62,68,62,70,CDM,3,4,Right,"171cm / 5'7""",73kg / 161lb,CM,28,Brazil,Serie A Enilive,Juventus,"Press Proven, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arthur/230658,,,,,
987,1218,Samuele Ricci,77,73,55,72,78,73,68,76,70,68,42,70,68,54,52,72,62,62,80,76,56,78,78,75,74,80,80,74,57,75,75,75,70,80,61,72,CDM,3,3,Right,"181cm / 5'11""",76kg / 168lb,CM,23,Italy,Serie A Enilive,Torino,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-ricci/253473,,,,,
994,1218,Antonio Sanabria,77,75,75,69,80,32,60,78,73,82,79,78,65,67,66,69,63,64,76,63,69,80,82,76,75,80,78,21,76,42,20,15,83,60,67,36,ST,4,3,Right,"180cm / 5'11""",77kg / 170lb,,28,Paraguay,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonio-sanabria/219932,,,,,
1003,1218,Suat Serdar,77,68,71,73,79,73,76,66,69,70,70,75,74,65,53,76,62,57,78,75,71,81,72,76,77,80,80,76,70,72,74,73,75,79,72,82,CM,4,4,Right,"184cm / 6'0""",75kg / 165lb,CDM,27,Germany,Serie A Enilive,Hellas Verona,"Slide Tackle, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/suat-serdar/230065,,,,,
1004,1218,Giovanni Simeone,77,71,79,63,73,41,74,73,69,80,79,83,74,77,75,60,55,66,69,61,69,72,70,72,77,76,75,24,77,44,38,36,85,68,74,78,ST,4,3,Right,"181cm / 5'11""",81kg / 179lb,,29,Argentina,Serie A Enilive,SSC Napoli,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giovanni-simeone/216816,,,,,
1009,1218,Matías Soulé,77,75,69,74,81,36,56,79,71,67,70,66,72,69,69,71,75,73,76,70,79,84,83,77,66,80,70,30,58,28,41,39,64,87,48,33,RM,4,4,Left,"176cm / 5'9""",69kg / 152lb,"RW, CAM",21,Argentina,Serie A Enilive,AS Roma,"Finesse Shot, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-soule/265695,,,,,
1010,1218,Marco Sportiello,77,76,74,75,77,44,80,48,38,18,18,56,17,12,21,58,13,21,55,52,30,19,55,58,70,22,65,29,18,26,17,13,67,37,66,23,GK,2,1,Right,"192cm / 6'4""",87kg / 192lb,,32,Italy,Serie A Enilive,Milano FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-sportiello/216065,76,74,75,80,77
1042,1218,Nicola Zalewski,77,85,64,74,79,64,59,83,86,75,58,72,66,69,69,73,75,72,77,66,75,80,80,75,72,79,72,64,45,66,67,63,59,80,46,65,LM,4,3,Right,"175cm / 5'9""",78kg / 172lb,"LB, RM, LW",22,Poland,Serie A Enilive,AS Roma,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicola-zalewski/262113,,,,,
1047,1525,Michel Aebischer,76,66,67,74,75,74,74,73,61,68,66,73,69,57,51,74,68,65,80,75,67,73,75,72,73,78,72,77,62,74,76,75,76,83,72,67,CM,4,3,Right,"183cm / 6'0""",76kg / 168lb,"CDM, RM",27,Switzerland,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michel-aebischer/236898,,,,,
1056,1525,Hernani,76,60,70,71,72,73,75,60,60,69,63,78,77,63,73,71,60,78,76,77,63,73,67,54,73,74,77,77,66,73,74,70,73,72,75,79,CDM,4,3,Right,"188cm / 6'2""",77kg / 170lb,CM,30,Brazil,Serie A Enilive,Parma,"Block, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hernani/225475,,,,,
1059,1525,Tommaso Baldanzi,76,78,72,73,79,41,50,77,78,79,69,77,74,70,58,79,68,64,76,68,75,79,83,88,70,78,69,33,48,42,41,48,54,68,40,53,CAM,3,3,Left,"170cm / 5'7""",63kg / 139lb,ST,21,Italy,Serie A Enilive,AS Roma,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tommaso-baldanzi/269312,,,,,
1065,1525,Federico Baschirotto,76,70,53,60,57,75,86,67,73,57,52,53,56,44,49,63,60,48,63,57,56,48,69,50,70,62,69,73,69,80,74,72,83,74,92,88,CB,3,2,Right,"184cm / 6'0""",77kg / 170lb,,27,Italy,Serie A Enilive,Lecce,"Aerial, Block, Bruiser, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-baschirotto/268573,,,,,
1073,1525,Raoul Bellanova,76,86,32,65,73,69,72,82,90,60,32,26,27,35,41,61,77,33,74,49,55,76,63,64,67,76,66,69,68,67,72,70,79,78,69,68,RB,3,2,Right,"188cm / 6'2""",85kg / 187lb,RM,24,Italy,Serie A Enilive,Bergamo Calcio,"Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raoul-bellanova/247229,,,,,
1082,1525,Josip Brekalo,76,75,72,75,81,38,54,79,72,69,70,78,74,68,64,75,75,77,76,70,80,82,86,83,71,81,77,30,45,35,42,40,60,70,50,41,CAM,4,4,Right,"175cm / 5'9""",70kg / 154lb,"LW, RW",26,Croatia,Serie A Enilive,Fiorentina,"Finesse Shot, Technical, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josip-brekalo/234711,,,,,
1101,1525,Mattia De Sciglio,76,65,46,70,74,76,67,64,66,64,33,67,51,41,49,63,78,39,74,70,78,74,72,76,72,75,74,75,69,76,79,75,71,69,66,66,RB,4,3,Right,"183cm / 6'0""",78kg / 172lb,LB,31,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-de-sciglio/206058,,,,,
1114,1525,Rui Patrício,76,78,76,77,75,55,74,53,57,13,12,58,11,16,32,64,12,16,34,32,10,20,61,54,70,25,66,23,11,14,13,11,72,45,77,37,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,36,Portugal,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rui-patricio/178005,78,76,77,74,75
1124,1525,Nicolò Fagioli,76,76,63,78,79,70,68,74,77,62,52,76,72,68,68,80,69,68,83,80,79,79,76,77,76,81,72,70,58,69,74,72,70,77,62,70,CDM,4,4,Right,"178cm / 5'10""",72kg / 159lb,CM,23,Italy,Serie A Enilive,Juventus,"Flair, Press Proven, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-fagioli/260823,,,,,
1131,1525,Alessandro Florenzi,76,70,76,80,79,75,56,74,67,69,71,82,81,84,73,80,80,75,81,80,75,76,85,82,75,82,81,77,68,77,75,69,66,63,48,66,RB,4,3,Right,"173cm / 5'8""",67kg / 148lb,LB,33,Italy,Serie A Enilive,Milano FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-florenzi/203551,,,,,
1132,1525,Michael Folorunsho,76,73,76,74,75,71,82,70,75,79,72,84,78,80,70,76,63,70,79,76,66,75,71,57,77,78,74,72,73,69,72,69,83,85,81,78,CAM,4,3,Right,"185cm / 6'1""",78kg / 172lb,CM,26,Italy,Serie A Enilive,SSC Napoli,"Power Header, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-folorunsho/268683,,,,,
1134,1525,Morten Frendrup,76,78,60,66,76,73,77,80,77,72,58,69,66,35,39,70,46,41,77,75,54,77,72,77,79,77,73,75,57,76,75,74,74,92,68,80,CM,2,2,Right,"178cm / 5'10""",70kg / 154lb,CDM,23,Denmark,Serie A Enilive,Genoa,"Anticipate, Block, Intercept, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/morten-frendrup/242633,,,,,
1139,1525,Mario Gila,76,75,53,67,72,78,68,72,78,42,48,68,56,51,38,62,64,48,74,66,64,72,65,67,72,74,76,81,74,77,77,79,78,67,66,72,CB,4,2,Right,"185cm / 6'1""",80kg / 176lb,,24,Spain,Serie A Enilive,Latium,"Block, Jockey, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mario-gila/268804,,,,,
1143,1525,Pierluigi Gollini,76,76,74,73,78,47,76,46,48,12,14,55,17,18,21,32,17,15,31,25,13,18,56,52,72,24,63,18,19,20,12,19,68,40,68,19,GK,2,1,Right,"194cm / 6'4""",94kg / 207lb,,29,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pierluigi-gollini/211515,76,74,73,76,78
1165,1525,Gustav Isaksen,76,88,72,67,78,40,49,84,92,74,74,75,72,61,53,67,71,48,70,61,70,79,82,80,73,77,69,35,55,42,40,29,59,79,32,52,RW,3,3,Left,"178cm / 5'10""",65kg / 143lb,"LW, ST, RM",23,Denmark,Serie A Enilive,Latium,"Flair, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustav-isaksen/248729,,,,,
1177,1525,Jesper Karlsson,76,77,74,71,80,35,55,79,76,72,71,77,79,76,77,72,71,75,71,66,82,80,84,83,73,80,75,35,44,32,36,34,63,72,46,54,LW,3,4,Right,"178cm / 5'10""",68kg / 150lb,LM,26,Sweden,Serie A Enilive,Bologna,"Acrobatic, Flair, Power Shot, Technical, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jesper-karlsson/231836,,,,,
1183,1525,Kouadio Manu Koné,76,72,72,73,81,69,75,76,68,69,71,86,72,55,54,75,70,50,76,75,70,82,78,77,75,82,75,70,68,64,74,70,80,76,75,73,CM,3,4,Right,"185cm / 6'1""",80kg / 176lb,CDM,23,France,Serie A Enilive,AS Roma,"Flair, Pinged Pass, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kouadio-manu-kone/250723,,,,,
1185,1525,Christian Kouamé,76,79,72,68,77,40,70,76,82,80,75,75,66,69,61,69,70,45,74,65,52,79,76,68,78,77,70,36,77,34,38,32,83,71,68,71,ST,4,3,Right,"185cm / 6'1""",70kg / 154lb,"LW, RW",26,Côte d'Ivoire,Serie A Enilive,Fiorentina,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-kouame/235866,,,,,
1192,1525,Emerson Royal,76,70,62,70,73,74,77,69,70,73,57,76,62,44,48,65,75,47,75,65,73,73,70,67,73,75,65,74,72,73,75,76,79,81,73,80,RB,3,3,Right,"181cm / 5'11""",79kg / 174lb,CB,25,Brazil,Serie A Enilive,Milano FC,"Relentless, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emerson-royal/247204,,,,,
1222,1525,Yerry Mina,76,32,50,55,56,77,77,32,32,45,44,65,45,40,69,49,43,32,67,64,39,57,34,30,69,60,74,72,80,79,78,75,78,45,89,88,CB,3,2,Right,"195cm / 6'5""",94kg / 207lb,,29,Colombia,Serie A Enilive,Cagliari,"Bruiser, Jockey, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yerry-mina/220523,,,,,
1224,1525,Miranda,76,84,62,71,74,73,68,82,85,67,55,79,68,45,44,65,77,73,74,63,72,75,73,66,70,76,65,72,70,70,76,75,79,68,65,74,LB,3,3,Left,"185cm / 6'1""",76kg / 168lb,,24,Spain,Serie A Enilive,Bologna,"Block, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miranda/240915,,,,,
1228,1525,Alberto Moreno,76,79,69,73,76,71,68,77,80,77,65,80,75,50,54,69,78,55,77,69,73,75,80,83,75,75,68,72,61,67,76,76,71,74,59,81,LB,2,3,Left,"171cm / 5'7""",65kg / 143lb,,32,Spain,Serie A Enilive,Como,"Intercept, Rapid, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-moreno/205566,,,,,
1230,1525,Dany Mota,76,78,76,66,78,31,63,76,80,78,78,75,73,75,71,72,54,51,74,59,74,79,71,74,76,80,76,22,72,26,28,28,80,70,67,42,ST,3,3,Right,"180cm / 5'11""",74kg / 163lb,"CAM, LM",26,Portugal,Serie A Enilive,Monza,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dany-mota/234147,,,,,
1252,1525,Fabiano Parisi,76,77,67,70,77,72,73,78,77,69,60,78,74,65,55,56,77,70,74,71,72,79,75,78,75,76,72,73,50,75,75,74,72,78,71,73,LB,3,2,Left,"178cm / 5'10""",72kg / 159lb,RB,23,Italy,Serie A Enilive,Fiorentina,"Anticipate, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fabiano-parisi/258976,,,,,
1253,1525,Strahinja Pavlović,76,70,43,51,64,75,84,64,75,34,43,56,36,25,43,31,53,38,62,59,39,63,57,44,75,68,68,74,74,76,74,76,84,83,86,80,CB,3,2,Left,"194cm / 6'4""",86kg / 190lb,,23,Serbia,Serie A Enilive,Milano FC,"Aerial, Anticipate, Block, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/strahinja-pavlovic/254840,,,,,
1262,1525,Pepe Reina,76,75,75,77,74,45,77,43,49,13,14,58,15,11,24,65,11,11,37,39,11,10,50,60,72,23,64,22,13,20,22,24,65,34,70,32,GK,3,1,Right,"188cm / 6'2""",92kg / 203lb,,42,Spain,Serie A Enilive,Como,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pepe-reina/24630,75,75,77,77,74
1264,1525,Mateo Retegui,76,72,76,64,70,35,77,69,75,83,79,76,70,68,66,67,51,52,70,67,62,69,62,58,75,76,75,32,76,34,29,25,79,74,84,62,ST,3,3,Right,"186cm / 6'1""",86kg / 190lb,,25,Italy,Serie A Enilive,Bergamo Calcio,First Touch,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mateo-retegui/241850,,,,,
1270,1525,Pedro,76,64,72,74,84,36,50,73,56,75,70,73,76,70,66,82,67,57,77,70,82,83,88,94,77,84,80,42,39,41,29,26,48,67,40,53,RW,5,4,Right,"169cm / 5'7""",64kg / 141lb,"LW, RM",37,Spain,Serie A Enilive,Latium,"Finesse Shot, First Touch, Tiki Taka, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedro/189505,,,,,
1293,1525,Riccardo Sottil,76,88,66,69,77,34,48,90,87,75,66,68,64,56,69,72,69,45,74,62,60,79,75,74,72,79,68,30,42,32,35,39,57,53,44,50,LW,3,4,Right,"180cm / 5'11""",70kg / 154lb,LM,25,Italy,Serie A Enilive,Fiorentina,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riccardo-sottil/246431,,,,,
1297,1525,Gabriel Strefezza,76,87,66,73,77,31,49,92,83,76,69,62,69,51,54,74,74,50,75,69,76,76,91,85,72,75,68,34,31,36,25,28,50,80,32,50,RW,3,3,Right,"168cm / 5'6""",63kg / 139lb,RM,27,Brazil,Serie A Enilive,Como,"Incisive Pass, Technical, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-strefezza/235949,,,,,
1301,1525,Adrien Tameze,76,77,66,68,77,76,77,76,77,69,63,73,72,50,60,66,54,52,78,75,60,78,77,76,75,76,80,75,73,72,80,77,83,84,72,77,CB,3,3,Right,"182cm / 6'0""",80kg / 176lb,"CDM, CM",30,France,Serie A Enilive,Torino,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrien-tameze/213242,,,,,
1334,1888,Ché Adams,75,79,76,62,74,40,76,77,80,75,74,86,75,70,69,63,55,59,70,53,64,72,78,73,74,76,71,36,63,33,42,36,80,78,76,74,ST,3,3,Right,"178cm / 5'10""",70kg / 154lb,,28,Scotland,Serie A Enilive,Torino,Power Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/che-adams/226093,,,,,
1352,1888,Kristjan Asllani,75,66,61,74,74,70,69,65,66,59,57,72,66,48,54,77,63,65,80,77,65,75,64,74,70,78,71,71,64,68,74,68,69,76,65,68,CDM,3,2,Right,"179cm / 5'10""",70kg / 154lb,CM,22,Albania,Serie A Enilive,Lombardia FC,"Incisive Pass, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kristjan-asllani/264699,,,,,
1365,1888,Lucas Beltrán,75,72,76,68,76,46,77,76,68,81,80,74,68,70,75,75,56,48,74,68,64,75,78,80,75,76,77,41,68,42,46,44,82,70,78,83,ST,3,3,Right,"176cm / 5'9""",76kg / 168lb,CAM,23,Argentina,Serie A Enilive,Fiorentina,"Flair, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-beltran/246258,,,,,
1366,1888,Adrián Bernabé,75,79,70,74,78,67,65,83,76,67,69,72,73,68,64,75,67,74,77,75,75,77,84,85,67,79,76,68,46,67,72,67,65,82,55,70,CAM,3,3,Left,"175cm / 5'9""",68kg / 150lb,"CM, CDM",23,Spain,Serie A Enilive,Parma,"Anticipate, First Touch, Flair, Incisive Pass, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrian-bernabe/252794,,,,,
1368,1888,Jaka Bijol,75,59,59,65,61,75,77,56,61,53,57,71,53,55,53,66,50,47,75,74,47,60,48,47,70,65,70,72,80,76,75,73,84,69,83,70,CB,3,2,Right,"190cm / 6'3""",85kg / 187lb,,25,Slovenia,Serie A Enilive,Udinese,"Aerial, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jaka-bijol/244238,,,,,
1380,1888,Vitinha,75,73,75,63,75,32,79,76,71,77,76,78,70,74,65,65,58,56,67,59,63,76,75,79,75,74,73,36,73,23,29,22,85,77,76,86,ST,3,3,Right,"178cm / 5'10""",74kg / 163lb,,24,Portugal,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vitinha/263829,,,,,
1385,1888,Zeki Çelik,75,71,59,69,70,73,76,69,72,70,57,63,62,55,46,68,72,49,72,67,72,69,67,66,72,73,74,74,65,73,74,74,75,82,73,74,RB,3,3,Right,"180cm / 5'11""",78kg / 172lb,RM,27,Turkey,Serie A Enilive,AS Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zeki-celik/224490,,,,,
1393,1888,Saúl Coco,75,85,56,58,60,76,78,80,89,30,40,85,78,29,51,58,34,72,69,67,38,59,61,53,60,63,60,77,70,79,76,73,86,65,84,77,CB,3,2,Right,"188cm / 6'2""",76kg / 168lb,,25,Equatorial Guinea,Serie A Enilive,Torino,"Anticipate, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/saul-coco/265650,,,,,
1402,1888,Danilo D'Ambrosio,75,59,56,66,68,77,72,60,59,66,48,66,58,57,60,58,73,62,69,64,63,69,66,71,74,66,71,77,79,75,78,75,82,60,76,75,CB,3,3,Right,"180cm / 5'11""",75kg / 165lb,RB,36,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danilo-d-ambrosio/198946,,,,,
1408,1888,Enrico Delprato,75,81,54,63,69,72,77,77,84,61,49,64,54,48,51,58,67,45,65,63,63,69,59,64,70,73,61,72,64,72,74,73,79,81,75,74,RB,3,2,Right,"183cm / 6'0""",74kg / 163lb,CB,24,Italy,Serie A Enilive,Parma,"Intercept, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enrico-delprato/252442,,,,,
1433,1888,Giovanni Fabbian,75,67,72,72,75,68,63,70,65,78,73,74,72,71,58,75,63,64,77,74,68,74,74,79,73,77,71,69,70,64,69,68,69,72,55,69,CM,4,3,Right,"186cm / 6'1""",75kg / 165lb,CAM,21,Italy,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giovanni-fabbian/271019,,,,,
1435,1888,Marco Davide Faraoni,75,73,72,74,74,69,70,74,72,74,66,79,75,81,66,67,78,66,76,72,77,74,70,79,76,75,73,72,69,68,69,68,75,71,66,77,RM,4,3,Right,"180cm / 5'11""",71kg / 157lb,"RB, RW",32,Italy,Serie A Enilive,Hellas Verona,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-davide-faraoni/195272,,,,,
1445,1888,Billy Gilmour,75,60,58,75,76,70,62,69,53,58,53,63,60,58,65,75,65,55,83,77,65,76,75,77,78,77,77,72,50,70,76,67,58,73,52,73,CDM,3,3,Right,"170cm / 5'7""",66kg / 146lb,CM,23,Scotland,Serie A Enilive,SSC Napoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/billy-gilmour/245992,,,,,
