player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
201409,https://sofifa.com/player/201409/eros-schiavon/190002,19,2,8/21/18,E. Schiavon,Eros Schiavon,"CM, CDM",64,64,190000,3000,35,4/24/83,178,74,112791,SPAL,31,Serie B,1,RES,41,,1/4/16,2022,27,Italy,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,342000,,Set Play Specialist,67,51,67,64,57,65,71,40,58,67,54,59,65,69,68,67,69,66,68,69,77,60,62,61,66,62,66,58,56,62,59,68,58,56,56,7,13,11,6,7,,58+1,58+1,58+1,62,61,61,61,62,62+1,62+1,62+1,63+1,63+1,63+1,63+1,63+1,63+1,63+1,63+1,63+1,63+1,62+1,60+1,60+1,60+1,62+1,15+1
227668,https://sofifa.com/player/227668/salvador-ichazo/190002,19,2,8/21/18,S. Ichazo,Salvador Ichazo Fernández,GK,64,64,325000,7000,26,1/26/92,188,83,54,Torino,31,Serie A,1,SUB,1,,8/10/15,2019,60,Uruguay,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,553000,,,,,,,,,18,17,16,31,18,12,19,15,19,18,45,45,55,68,50,21,65,31,73,17,19,17,12,21,23,55,10,16,13,62,62,67,62,61,45,27+1,27+1,27+1,26,25,25,25,26,26+1,26+1,26+1,26+1,25+1,25+1,25+1,26+1,26+1,25+1,25+1,25+1,26+1,25+1,26+1,26+1,26+1,25+1,63+1
245461,https://sofifa.com/player/245461/facundo-colidio/190002,19,2,8/21/18,F. Colidio,Facundo Colidio,ST,63,84,850000,6000,18,1/4/00,179,68,44,Inter,31,Serie A,1,RES,32,,9/20/17,2020,52,Argentina,,,,Right,3,3,1,High/Low,Lean (170-185),No,2300000,,,61,64,48,64,25,43,40,70,69,53,42,63,49,34,43,66,68,55,58,62,72,60,67,49,41,61,34,19,62,54,66,55,21,21,16,6,9,13,12,12,,62+1,62+1,62+1,60,62,62,62,60,60+1,60+1,60+1,58+1,53+1,53+1,53+1,58+1,41+1,39+1,39+1,39+1,41+1,39+1,35+1,35+1,35+1,39+1,16+1
232064,https://sofifa.com/player/232064/marco-tumminello/190002,19,2,8/21/18,M. Tumminello,Marco Tumminello,ST,63,79,800000,3000,19,11/6/98,180,76,39,Atalanta,31,Serie A,1,SUB,20,,7/2/18,2023,27,Italy,,,,Left,2,2,1,High/Low,Normal (170-185),No,1900000,,,50,66,40,55,37,57,28,68,69,52,44,51,26,28,32,60,44,55,53,65,64,70,65,51,55,67,67,29,64,45,57,53,57,18,20,14,14,8,12,11,,62+1,62+1,62+1,54,59,59,59,54,55+1,55+1,55+1,51+1,49+1,49+1,49+1,51+1,42+1,44+1,44+1,44+1,42+1,41+1,45+1,45+1,45+1,41+1,18+1
228681,https://sofifa.com/player/228681/francisco-sierralta/190002,19,2,8/21/18,F. Sierralta,Francisco Andrés Sierralta Carvallo,"RB, CB",63,77,725000,5000,21,5/6/97,190,83,50,Parma,31,Serie B,1,RES,13,Udinese Calcio,,2019,55,Chile,,,,Right,3,2,1,Medium/High,Lean (185+),No,,#Strength,,57,30,46,51,66,73,57,30,67,60,23,46,23,28,30,61,59,55,51,54,34,38,76,58,86,25,59,67,23,33,40,52,65,66,64,12,10,9,7,13,,46+1,46+1,46+1,47,45,45,45,47,45+1,45+1,45+1,49+1,48+1,48+1,48+1,49+1,60+1,59+1,59+1,59+1,60+1,62+1,66+1,66+1,66+1,62+1,15+1
243510,https://sofifa.com/player/243510/ognjen-stijepovic/190002,19,2,8/21/18,O. Stijepović,Ognjen Stijepović,CM,63,77,750000,3000,18,10/22/99,178,68,1837,Sampdoria,31,Serie B,1,SUB,40,,3/31/18,2021,15,Montenegro,,,,Left,2,3,1,High/Low,Lean (170-185),No,1700000,,,66,57,64,70,40,48,58,52,50,72,58,68,56,50,66,72,67,66,72,60,76,66,66,50,48,60,40,40,60,60,54,62,35,42,36,15,12,8,5,11,,60+1,60+1,60+1,64,64,64,64,64,65+1,65+1,65+1,64+1,62+1,62+1,62+1,64+1,54+1,53+1,53+1,53+1,54+1,51+1,46+1,46+1,46+1,51+1,16+1
230912,https://sofifa.com/player/230912/paolo-ghiglione/190002,19,2,8/21/18,P. Ghiglione,Paolo Ghiglione,"RM, RB",63,75,650000,3000,21,2/2/97,187,80,111657,Frosinone,31,Serie A,1,SUB,2,Genoa,,2019,27,Italy,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,,,,77,56,56,61,58,59,63,60,48,57,50,57,49,40,49,65,76,78,67,63,59,60,41,58,65,42,48,60,63,58,59,53,55,62,59,7,13,7,7,14,,61+1,61+1,61+1,62,61,61,61,62,60+1,60+1,60+1,62+1,58+1,58+1,58+1,62+1,62+1,58+1,58+1,58+1,62+1,62+1,58+1,58+1,58+1,62+1,16+1
230557,https://sofifa.com/player/230557/alessio-da-cruz/190002,19,2,8/21/18,A. Da Cruz,Alessio Da Cruz,"ST, LW",63,73,600000,7000,21,1/18/97,184,75,50,Parma,31,Serie B,1,RES,15,,1/8/18,2022,34,Netherlands,,,,Right,3,3,1,High/Medium,Lean (170-185),No,1200000,,Technical Dribbler (AI),78,63,56,65,38,50,60,65,52,59,55,65,70,41,48,64,79,78,73,59,67,66,45,58,54,65,32,24,58,53,40,64,48,35,26,12,15,12,14,13,,62+1,62+1,62+1,64,63,63,63,64,62+1,62+1,62+1,62+1,55+1,55+1,55+1,62+1,51+1,46+1,46+1,46+1,51+1,49+1,43+1,43+1,43+1,49+1,18+1
244621,https://sofifa.com/player/244621/carlos-vinicius-alves-morais/190002,19,2,8/21/18,Vinícius,Carlos Vinícius Alves Morais,ST,63,70,525000,10000,23,3/22/95,190,83,48,Napoli,31,Serie A,1,RES,95,,7/1/18,2022,54,Brazil,,,,Left,2,2,1,High/Low,Lean (185+),No,998000,,,52,67,48,56,25,61,41,69,68,54,51,58,47,36,35,54,53,51,59,62,45,69,66,54,75,66,34,16,56,57,68,50,20,22,21,15,13,13,7,6,,62+1,62+1,62+1,56,59,59,59,56,57+1,57+1,57+1,54+1,50+1,50+1,50+1,54+1,40+1,39+1,39+1,39+1,40+1,38+1,38+1,38+1,38+1,38+1,16+1
234760,https://sofifa.com/player/234760/arkadiusz-reca/190002,19,2,8/21/18,A. Reca,Arkadiusz Reca,"LB, LM",63,69,425000,4000,23,6/17/95,187,76,39,Atalanta,31,Serie A,1,RES,7,,7/1/18,2020,37,Poland,,,,Left,3,3,1,High/Medium,Lean (185+),No,808000,,"Long Throw-in, Beat Offside Trap, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",81,57,62,68,58,67,57,56,62,65,48,73,51,45,62,67,83,79,65,55,52,60,83,69,69,54,55,51,69,71,65,60,57,62,59,8,12,13,10,10,,64+1,64+1,64+1,67,66,66,66,67,67+1,67+1,67+1,67+1,64+1,64+1,64+1,67+1,63+1,61+1,61+1,61+1,63+1,62+1,61+1,61+1,61+1,62+1,15+1
240733,https://sofifa.com/player/240733/giovanni-pinto/190002,19,2,8/21/18,G. Pinto,Giovanni Pinto,"LB, LM",63,65,375000,7000,26,9/19/91,182,76,50,Parma,31,Serie B,1,SUB,65,,8/3/17,2020,27,Italy,,,,Left,3,2,1,High/Medium,Normal (170-185),No,703000,,,78,46,61,62,51,63,72,38,40,58,61,64,62,64,61,61,79,78,56,59,71,64,41,79,58,40,63,55,58,52,51,53,45,54,63,6,10,10,5,8,,55+1,55+1,55+1,60,58,58,58,60,58+1,58+1,58+1,63+1,58+1,58+1,58+1,63+1,63+1,58+1,58+1,58+1,63+1,62+1,54+1,54+1,54+1,62+1,13+1
211608,https://sofifa.com/player/211608/michele-rigione/190002,19,2,8/21/18,M. Rigione,Michele Rigione,CB,63,63,300000,4000,27,3/7/91,185,82,192,Chievo,31,Serie B,1,RES,35,,7/5/17,2020,27,Italy,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,510000,,Power Header,43,42,42,46,62,69,33,38,64,50,32,38,32,50,41,55,55,33,49,52,64,61,69,63,73,37,65,66,25,37,43,60,54,66,66,10,10,7,13,14,,47+1,47+1,47+1,42,43,43,43,42,43+1,43+1,43+1,43+1,47+1,47+1,47+1,43+1,54+1,57+1,57+1,57+1,54+1,56+1,62+1,62+1,62+1,56+1,16+1
240787,https://sofifa.com/player/240787/hamed-junior-traore/190002,19,2,8/21/18,H. Traorè,Hamed Junior Traorè,"CAM, CM",62,81,625000,2000,18,2/16/00,172,65,1746,Empoli,31,Serie A,1,SUB,8,,7/1/17,2021,108,Côte d'Ivoire,,,,Right,3,3,1,High/Medium,Normal (170-185),No,1500000,,,65,50,62,65,43,55,55,47,50,66,50,63,55,50,65,65,64,66,79,59,60,59,64,63,55,47,43,25,50,62,50,60,50,41,54,8,10,14,12,11,,56+1,56+1,56+1,60,59,59,59,60,61+1,61+1,61+1,61+1,59+1,59+1,59+1,61+1,54+1,53+1,53+1,53+1,54+1,53+1,48+1,48+1,48+1,53+1,16+1
234671,https://sofifa.com/player/234671/jens-odgaard/190002,19,2,8/21/18,J. Odgaard,Jens Odgaard,"ST, RM",62,80,650000,5000,19,3/31/99,188,82,111974,Sassuolo,31,Serie A,1,RES,19,,7/1/18,2023,13,Denmark,,,,Left,3,3,1,High/Medium,Normal (185+),No,1500000,,,67,59,49,64,38,54,42,59,54,56,44,63,49,34,38,65,68,66,64,56,73,64,60,40,67,55,39,22,63,54,59,64,55,31,22,8,13,13,8,11,,61+1,61+1,61+1,60,61,61,61,60,59+1,59+1,59+1,57+1,52+1,52+1,52+1,57+1,45+1,44+1,44+1,44+1,45+1,44+1,44+1,44+1,44+1,44+1,15+1
235842,https://sofifa.com/player/235842/andrea-pinamonti/190002,19,2,8/21/18,A. Pinamonti,Andrea Pinamonti,ST,62,80,650000,2000,19,5/19/99,188,72,111657,Frosinone,31,Serie A,1,RES,89,Inter,,2019,27,Italy,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,,,,49,64,45,64,22,46,40,69,65,53,51,63,43,43,36,67,54,44,64,54,64,60,65,37,53,60,37,16,62,45,65,56,15,19,19,14,10,15,7,11,,61+1,61+1,61+1,58,59,59,59,58,57+1,57+1,57+1,54+1,49+1,49+1,49+1,54+1,37+1,36+1,36+1,36+1,37+1,36+1,35+1,35+1,35+1,36+1,16+1
238616,https://sofifa.com/player/238616/pedro-lomba-neto/190002,19,2,8/21/18,Pedro Neto,Pedro Lomba Neto,"ST, LW",62,79,625000,4000,18,3/9/00,172,63,46,Lazio,31,Serie A,1,RES,30,SC Braga,,2019,38,Portugal,,,,Left,3,3,1,High/Medium,Normal (170-185),No,,,,63,63,51,69,22,42,38,64,51,60,51,65,54,40,44,68,63,63,86,65,80,62,53,53,40,63,32,16,64,56,62,58,22,19,15,6,13,7,12,6,,61+1,61+1,61+1,62,63,63,63,62,63+1,63+1,63+1,59+1,55+1,55+1,55+1,59+1,42+1,40+1,40+1,40+1,42+1,39+1,33+1,33+1,33+1,39+1,15+1
245491,https://sofifa.com/player/245491/pietro-beruatto/190002,19,2,8/21/18,P. Beruatto,Pietro Beruatto,LB,62,78,575000,6000,19,12/21/98,184,78,45,Juventus,31,Serie A,1,RES,31,,7/1/18,2021,27,Italy,,,,Left,3,2,1,Medium/High,Lean (170-185),No,1300000,,,65,27,51,53,64,64,50,10,60,58,38,52,41,40,55,54,62,68,54,59,54,57,68,60,68,32,57,60,22,43,43,56,64,66,68,14,5,12,10,12,,44+1,44+1,44+1,47,45,45,45,47,47+1,47+1,47+1,50+1,51+1,51+1,51+1,50+1,60+1,60+1,60+1,60+1,60+1,61+1,63+1,63+1,63+1,61+1,16+1
245564,https://sofifa.com/player/245564/caio-vinicius-pirana/190002,19,2,8/21/18,Vinicius,Caio Vinicius Pirana,GK,62,77,525000,2000,19,5/8/99,188,82,189,Bologna,31,Serie A,1,RES,99,,7/1/18,2021,54,Brazil,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,1200000,,,,,,,,,12,5,10,34,18,22,13,14,32,24,58,58,59,50,54,60,64,36,64,27,16,15,4,30,16,45,15,12,13,68,58,54,54,72,58,28+1,28+1,28+1,28,28,28,28,28,29+1,29+1,29+1,29+1,28+1,28+1,28+1,29+1,26+1,26+1,26+1,26+1,26+1,26+1,24+1,24+1,24+1,26+1,61+1
240660,https://sofifa.com/player/240660/mehdi-leris/190002,19,2,8/21/18,M. Léris,Mehdi Pascal Marcel Léris,ST,62,76,675000,3000,20,5/23/98,186,78,192,Chievo,31,Serie B,1,RES,11,,7/1/17,2020,18,France,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1600000,,,54,62,41,58,30,54,36,68,68,42,57,58,51,31,30,64,52,55,45,56,55,61,64,53,68,49,19,11,61,51,62,59,36,24,26,9,6,13,10,8,,61+1,61+1,61+1,55,58,58,58,55,54+1,54+1,54+1,53+1,47+1,47+1,47+1,53+1,40+1,37+1,37+1,37+1,40+1,39+1,39+1,39+1,39+1,39+1,14+1
230916,https://sofifa.com/player/230916/luca-zanon/190002,19,2,8/21/18,L. Zanon,Luca Zanon,"LB, LM",62,70,375000,6000,21,7/4/96,177,71,110374,Fiorentina,31,Serie A,1,RES,43,,9/8/15,2021,27,Italy,,,,Left,4,2,1,High/Medium,Normal (170-185),No,713000,,,67,37,51,54,60,62,62,31,48,55,39,52,43,30,43,56,66,67,52,58,67,54,63,66,61,30,60,62,48,46,47,54,66,58,60,10,6,13,10,10,,49+1,49+1,49+1,52,51,51,51,52,50+1,50+1,50+1,54+1,52+1,52+1,52+1,54+1,61+1,57+1,57+1,57+1,61+1,61+1,59+1,59+1,59+1,61+1,15+1
219761,https://sofifa.com/player/219761/gianni-manfrin/190002,19,2,8/21/18,G. Manfrin,Gianni Manfrin,"LB, CB",62,65,325000,3000,24,8/18/93,182,75,192,Chievo,31,Serie B,1,RES,43,,7/1/15,2023,27,Italy,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,577000,,,68,22,44,51,63,68,39,13,61,55,16,45,46,20,49,55,69,67,57,59,72,45,76,66,69,21,67,63,22,30,22,59,54,71,70,8,6,12,15,11,,42+1,42+1,42+1,44,43,43,43,44,44+1,44+1,44+1,47+1,48+1,48+1,48+1,47+1,59+1,59+1,59+1,59+1,59+1,61+1,64+1,64+1,64+1,61+1,15+1
240661,https://sofifa.com/player/240661/emanuel-vignato/190002,19,2,8/21/18,E. Vignato,Emanuel Vignato,CAM,61,80,500000,2000,17,8/24/00,175,68,192,Chievo,31,Serie B,1,RES,55,,1/31/17,2021,27,Italy,,,,Right,4,3,1,Medium/Low,Lean (170-185),No,1200000,,,61,46,62,68,29,35,60,40,40,68,57,69,67,57,62,69,68,55,69,54,69,52,53,53,33,46,13,11,49,52,58,52,43,22,30,9,12,15,14,6,,52+1,52+1,52+1,60,57,57,57,60,60+1,60+1,60+1,60+1,56+1,56+1,56+1,60+1,47+1,43+1,43+1,43+1,47+1,44+1,34+1,34+1,34+1,44+1,15+1
233691,https://sofifa.com/player/233691/marius-adamonis/190002,19,2,8/21/18,M. Adamonis,Marius Adamonis,GK,61,75,450000,4000,21,5/13/97,192,80,46,Lazio,31,Serie A,1,RES,31,,8/29/16,2022,30,Lithuania,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,1000000,,,,,,,,,12,8,11,20,9,11,12,11,20,16,21,20,34,47,39,17,41,26,61,5,22,9,7,36,17,51,18,11,12,64,64,54,58,60,20,18+1,18+1,18+1,18,18,18,18,18,20+1,20+1,20+1,19+1,21+1,21+1,21+1,19+1,18+1,21+1,21+1,21+1,18+1,18+1,21+1,21+1,21+1,18+1,60+1
221332,https://sofifa.com/player/221332/guido-guerrieri/190002,19,2,8/21/18,G. Guerrieri,Guido Guerrieri,GK,61,73,350000,5000,22,2/25/96,184,78,46,Lazio,31,Serie A,1,RES,23,,7/10/15,2021,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,665000,,,,,,,,,12,13,19,27,13,16,18,16,19,20,41,49,35,61,48,23,54,22,67,14,18,23,16,28,23,51,22,15,14,62,59,58,59,61,45,26+1,26+1,26+1,25,26,26,26,25,26+1,26+1,26+1,25+1,25+1,25+1,25+1,25+1,25+1,26+1,26+1,26+1,25+1,25+1,28+1,28+1,28+1,25+1,60+1
239821,https://sofifa.com/player/239821/luca-matarese/190002,19,2,8/21/18,L. Matarese,Luca Matarese,LM,61,73,450000,3000,20,4/16/98,175,65,111657,Frosinone,31,Serie A,1,SUB,19,,7/13/17,2020,27,Italy,,,,Right,3,3,1,High/Low,Normal (170-185),No,900000,,,68,56,55,69,25,40,58,57,43,60,50,68,51,40,47,67,69,67,76,54,86,64,47,34,42,49,39,25,58,55,50,57,17,28,22,15,6,5,12,11,,58+1,58+1,58+1,62,61,61,61,62,61+1,61+1,61+1,60+1,53+1,53+1,53+1,60+1,44+1,41+1,41+1,41+1,44+1,42+1,35+1,35+1,35+1,42+1,15+1
213994,https://sofifa.com/player/213994/niccolo-belloni/190002,19,2,8/21/18,N. Belloni,Niccoló Belloni,"RM, RW",61,65,325000,8000,23,7/10/94,176,68,44,Inter,31,Serie A,1,RES,40,,7/22/14,2019,27,Italy,,,,Left,2,3,1,Medium/Medium,Lean (170-185),No,577000,,,69,55,56,66,31,52,59,52,46,58,59,64,60,53,45,65,70,68,74,58,75,60,40,62,53,56,39,28,57,55,47,57,21,36,32,12,12,7,7,8,,58+1,58+1,58+1,61,60,60,60,61,60+1,60+1,60+1,60+1,55+1,55+1,55+1,60+1,50+1,45+1,45+1,45+1,50+1,47+1,39+1,39+1,39+1,47+1,15+1
243513,https://sofifa.com/player/243513/gabriele-corbo/190002,19,2,8/21/18,G. Corbo,Gabriele Corbo,CB,60,80,375000,2000,18,1/11/00,185,76,189,Bologna,31,Serie A,1,RES,36,,8/6/18,2023,27,Italy,,,,Right,2,2,1,Medium/Medium,Lean (185+),No,1000000,,,58,26,36,43,62,61,36,10,62,40,30,40,32,28,40,42,61,55,54,44,60,52,78,64,64,36,44,58,18,27,38,54,58,68,68,15,5,12,7,6,,38+1,38+1,38+1,37,36,36,36,37,36+1,36+1,36+1,39+1,41+1,41+1,41+1,39+1,53+1,51+1,51+1,51+1,53+1,56+1,59+1,59+1,59+1,56+1,12+1
242420,https://sofifa.com/player/242420/vincenzo-millico/190002,19,2,8/21/18,V. Millico,Vincenzo Millico,LW,60,78,400000,4000,17,8/12/00,173,68,54,Torino,31,Serie A,1,SUB,62,,7/1/17,2021,27,Italy,,,,Right,3,3,1,High/Medium,Normal (170-185),No,930000,,,63,54,58,65,30,42,60,56,38,65,51,69,56,56,44,65,68,58,56,41,71,61,40,31,52,45,31,22,55,56,50,52,29,31,35,12,6,13,12,6,,56+1,56+1,56+1,60,59,59,59,60,59+1,59+1,59+1,58+1,52+1,52+1,52+1,58+1,45+1,42+1,42+1,42+1,45+1,43+1,37+1,37+1,37+1,43+1,13+1
240175,https://sofifa.com/player/240175/bruno-andre-cavaco-jordao/190002,19,2,8/21/18,Bruno Jordão,Bruno André Cavaco Jordão,CM,60,76,450000,3000,19,10/12/98,180,71,46,Lazio,31,Serie A,1,RES,66,SC Braga,,2019,38,Portugal,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,55,50,58,67,44,59,44,52,57,65,35,68,42,41,61,67,56,55,66,60,66,62,55,54,62,40,58,48,32,64,54,62,42,42,34,9,11,6,6,7,,55+1,55+1,55+1,57,57,57,57,57,59+1,59+1,59+1,58+1,59+1,59+1,59+1,58+1,51+1,55+1,55+1,55+1,51+1,50+1,50+1,50+1,50+1,50+1,14+1
221874,https://sofifa.com/player/221874/emmanuel-besea/190002,19,2,8/21/18,E. Besea,Prince Emmanuel Doudu Besea,CM,60,72,375000,2000,21,4/15/97,183,75,111657,Frosinone,31,Serie A,1,RES,31,,1/31/17,2023,117,Ghana,,,,Right,2,3,1,Medium/Medium,Lean (170-185),No,750000,,,66,47,55,64,45,71,39,43,39,63,46,63,50,48,59,64,64,68,71,56,67,55,56,67,82,45,54,55,58,57,51,57,44,45,35,10,8,12,13,7,,55+1,55+1,55+1,58,58,58,58,58,59+1,59+1,59+1,59+1,59+1,59+1,59+1,59+1,54+1,56+1,56+1,56+1,54+1,52+1,52+1,52+1,52+1,52+1,15+1
234785,https://sofifa.com/player/234785/stephane-omeonga/190002,19,2,8/21/18,S. Oméonga,Stéphane Richi Oméonga,"CM, CDM",60,67,275000,3000,22,3/27/96,177,72,110556,Genoa,31,Serie A,1,RES,40,,8/12/17,2020,7,Belgium,,,,Right,2,3,1,Medium/Medium,Lean (170-185),No,580000,,,59,36,57,65,59,46,44,29,49,65,32,63,38,40,61,65,65,54,68,54,80,44,59,47,40,37,57,54,53,62,46,61,63,60,60,7,10,9,5,6,,49+1,49+1,49+1,55,55,55,55,55,58+1,58+1,58+1,57+1,59+1,59+1,59+1,57+1,57+1,59+1,59+1,59+1,57+1,57+1,56+1,56+1,56+1,57+1,12+1
237128,https://sofifa.com/player/237128/tommaso-costantini/190002,19,2,8/21/18,T. Costantini,Tommaso Costantini,"RW, LW, CF",60,67,300000,3000,22,6/23/96,183,77,112791,SPAL,31,Serie B,1,RES,40,,1/3/16,2021,27,Italy,,,,Left,2,2,1,High/Medium,Normal (170-185),No,580000,,,76,58,50,62,29,55,59,57,37,50,56,60,53,48,41,63,77,75,71,57,72,72,42,53,58,47,51,23,59,48,56,66,31,28,25,14,10,11,13,13,,59+1,59+1,59+1,60,59,59,59,60,57+1,57+1,57+1,59+1,50+1,50+1,50+1,59+1,47+1,42+1,42+1,42+1,47+1,44+1,38+1,38+1,38+1,44+1,17+1
239972,https://sofifa.com/player/239972/lorenzo-polvani/190002,19,2,8/21/18,L. Polvani,Lorenzo Polvani,CB,60,65,240000,2000,23,7/26/94,188,85,1746,Empoli,31,Serie A,1,SUB,18,,8/25/17,2020,27,Italy,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,450000,,,32,18,29,30,62,64,21,15,54,47,13,25,16,14,27,28,36,29,34,56,52,28,62,57,68,18,62,66,15,12,13,64,60,65,62,12,12,9,8,15,,31+1,31+1,31+1,28,28,28,28,28,28+1,28+1,28+1,30+1,35+1,35+1,35+1,30+1,48+1,51+1,51+1,51+1,48+1,51+1,59+1,59+1,59+1,51+1,16+1
194894,https://sofifa.com/player/194894/francesco-rossi/190002,19,2,8/21/18,F. Rossi,Francesco Rossi,GK,60,64,180000,3000,27,4/27/91,193,83,39,Atalanta,31,Serie A,1,SUB,31,,8/28/17,2022,27,Italy,,,,Right,1,1,1,Medium/Medium,Lean (185+),No,320000,,,,,,,,,19,11,14,17,16,21,22,22,12,19,22,21,55,48,40,13,55,22,24,12,14,27,11,22,14,42,20,17,16,62,59,62,58,60,21,18+1,18+1,18+1,21,20,20,20,21,21+1,21+1,21+1,20+1,20+1,20+1,20+1,20+1,22+1,21+1,21+1,21+1,22+1,22+1,22+1,22+1,22+1,22+1,59+1
215361,https://sofifa.com/player/215361/davide-voltan/190002,19,2,8/21/18,D. Voltan,Davide Voltan,"RW, LW",60,63,275000,3000,23,4/15/95,177,70,110556,Genoa,31,Serie A,1,RES,47,,7/4/16,2019,27,Italy,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,488000,,,67,52,58,61,21,45,65,54,31,61,45,58,41,37,58,64,68,66,69,58,67,57,34,38,62,49,14,20,55,57,39,55,26,15,14,6,12,14,7,10,,55+1,55+1,55+1,60,58,58,58,60,59+1,59+1,59+1,59+1,53+1,53+1,53+1,59+1,43+1,40+1,40+1,40+1,43+1,40+1,31+1,31+1,31+1,40+1,14+1
226864,https://sofifa.com/player/226864/matteo-brunelli/190002,19,2,8/21/18,M. Brunelli,Matteo Brunelli,GK,59,64,150000,2000,23,5/6/95,190,85,192,Chievo,31,Serie B,1,RES,45,,8/15/15,2019,27,Italy,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,266000,,,,,,,,,13,17,15,31,16,20,21,16,22,23,40,40,39,55,45,21,50,36,70,12,23,21,17,19,27,48,17,20,17,63,52,51,50,69,40,26+1,26+1,26+1,25,25,25,25,25,26+1,26+1,26+1,26+1,26+1,26+1,26+1,26+1,26+1,27+1,27+1,27+1,26+1,26+1,28+1,28+1,28+1,26+1,58+1
212444,https://sofifa.com/player/212444/andrea-bandini/190002,19,2,8/21/18,A. Bandini,Andrea Bandini,"RB, RM",59,63,170000,6000,24,2/16/94,178,74,44,Inter,31,Serie A,1,RES,41,,7/2/14,2023,27,Italy,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,302000,,,70,33,49,59,56,56,56,22,51,55,21,60,33,45,50,55,69,71,62,51,70,55,52,66,52,35,55,50,49,38,40,55,55,60,60,9,13,8,7,10,,48+1,48+1,48+1,52,50,50,50,52,50+1,50+1,50+1,54+1,51+1,51+1,51+1,54+1,58+1,54+1,54+1,54+1,58+1,58+1,55+1,55+1,55+1,58+1,14+1
240779,https://sofifa.com/player/240779/marco-meli/190002,19,2,8/21/18,M. Meli,Marco Meli,RW,58,78,250000,4000,18,2/2/00,178,70,110374,Fiorentina,31,Serie A,1,RES,73,,7/1/17,2021,27,Italy,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,702000,,,55,61,53,64,37,43,58,66,43,57,51,64,49,46,45,69,55,55,58,47,58,69,48,36,50,42,33,23,53,49,69,51,47,34,33,5,13,8,6,15,,58+1,58+1,58+1,58,58,58,58,58,57+1,57+1,57+1,57+1,51+1,51+1,51+1,57+1,46+1,44+1,44+1,44+1,46+1,44+1,41+1,41+1,41+1,44+1,14+1
241839,https://sofifa.com/player/241839/luca-gagliano/190002,19,2,8/21/18,L. Gagliano,Luca Gagliano,ST,58,76,250000,3000,17,7/14/00,178,73,1842,Cagliari,31,Serie A,1,SUB,35,,11/28/17,2021,27,Italy,,,,Left,2,2,1,High/Medium,Normal (170-185),No,606000,,,51,60,44,57,30,49,38,66,62,48,44,55,40,40,37,57,50,51,57,61,69,54,61,53,53,56,31,12,57,51,60,52,45,19,18,6,15,9,6,12,,57+1,57+1,57+1,54,56,56,56,54,54+1,54+1,54+1,52+1,48+1,48+1,48+1,52+1,39+1,38+1,38+1,38+1,39+1,38+1,37+1,37+1,37+1,38+1,15+1
